stop_id,stop_lat,stop_lon
5476555,49.71777,12.8625
5473185,49.77388,13.7
5476052,48.8932025,14.3245875
5614326,48.8147144,17.1500756
5474735,49.59722,13.10111
5473605,49.32083,13.70972
5473865,49.33111,13.73888
5433642,49.6375,17.20138
5456156,49.73861,15.12861
5454713,49.88222,15.91166
5456690,50.52666,15.56805
5475372,49.39527,14.64222
5454054,49.87166,15.44277
5613293,48.8310679,18.8775906
5614466,48.9974076,18.0994619
5457370,50.62305,16.08305
5454227,50.35722,14.35527
5474285,50.38777,12.76638
5456950,50.59666,15.58666
5475085,49.85083,13.37944
5475075,49.83805,13.35888
5475802,49.31111,15.32444
5475222,48.60166,14.42166
5433882,50.3875,17.10722
5475125,49.9475,13.36222
5454179,50.63972,13.70361
5456309,50.79916,14.43638
5456225,49.69583,15.28333
5433652,49.18888,18.05805
5433702,50.22444,17.08333
5434672,49.415,17.45222
5473102,49.49805,14.05611
5456500,50.45027,15.57222
5475912,48.7650577,14.0265624
5475862,48.7521847,14.044136
5456729,50.88277,14.55694
5456249,50.70611,14.4
5456539,50.99666,14.30083
5434324,50.22555,17.65472
5454316,50.4225,14.38638
5474472,49.1719093,15.0330918
5474325,50.13666,12.81416
5433484,49.79277,18.48777
5457170,50.63222,15.46166
5433534,49.68111,18.50361
5475172,48.9626086,13.7745987
5454582,50.95194,15.1975
5457049,50.55777,14.26722
5473532,49.16722,14.66694
5476625,49.52416,12.9375
5433622,49.52083,18.01666
5456970,50.53666,15.73777
5456971,50.53916,15.72
5453656,50.08388,14.25833
5453666,50.07138,14.22416
5453676,50.07527,14.26611
5453686,50.08388,14.23027
5454809,50.5854231,13.8105038
5476824,49.83138,14.04722
5475545,49.56027,12.77777
5454076,50.10472,14.20916
5434555,49.11972,16.7825
5436085,49.0536282,17.8722652
5473472,49.03472,14.46638
5454736,50.18055,14.5275
5435452,49.3048625,18.0599392
5455058,50.1683045,13.6412165
5453749,50.3787188,13.5044541
5475972,48.7714983,14.1828673
5455580,50.35611,15.63444
5473134,49.84333,13.89916
5454564,50.15277,15.02861
5453983,49.87333,16.78222
5475042,49.187367,13.893163
5434155,49.29138,17.05944
5453079,50.49138,14.3275
5474475,49.9931449,12.8447065
5457190,50.62305,15.50111
5433992,49.90805,17.03861
5435182,49.47638,18.00388
5614436,48.7180676,17.7270632
5476073,48.9265915,14.3659208
5453120,50.21444,15.81027
5453150,50.22222,15.84138
5453130,50.20194,15.79805
5453140,50.22166,15.85944
5433574,49.8775,17.87583
5433457,49.70027,16.48472
5453559,50.35916,13.30777
5474725,49.63583,13.12222
5434582,50.28638,17.27361
5474692,49.44972,13.77305
5455169,50.59361,13.87583
5436435,49.33333,16.43805
5433895,49.04416,17.575
5433722,49.56527,17.74111
5433732,49.54555,17.74166
5473065,50.30194,12.18222
5473662,48.87277,14.87944
5455919,50.485,14.17416
5455870,50.49027,15.26444
5473462,49.01944,14.48222
5454189,50.66,13.72194
5455949,50.45972,14.22888
5455613,49.96611,15.90805
5453820,50.47277,16.17666
5453830,50.49,16.18611
5473485,50.30666,12.86861
5473495,50.31277,12.86138
5455340,50.55027,15.2125
5433752,49.66944,17.43833
5433762,49.66833,17.42138
5433432,49.69055,17.44277
5433915,48.78694,16.98166
5433925,48.81,16.38305
5433955,49.03416,16.59111
5455273,49.91083,16.19666
5433114,49.61388,18.73916
5457522,50.85555,14.84638
5476305,49.71333,13.65361
5473645,49.26194,13.49055
5473141,49.5275,13.92861
5433985,49.31666,17.47611
5616040,48.9301374,21.901208
5455813,49.53472,15.34805
5473822,49.0496552,14.0261535
5433502,49.3030979,18.0922463
5433512,49.3093736,18.119675
5433812,49.52333,17.86388
5434015,48.93722,16.73583
5434025,49.11472,17.46472
5455926,49.87222,14.77194
5435455,49.22277,15.75833
5453730,50.62416,16.28805
5454129,50.61916,13.72527
5433424,49.90111,18.09305
5475865,50.28,12.93805
5476074,49.98888,14.04472
5476495,50.2218165,12.5807928
5454969,50.285483,13.7251891
5474202,49.32055,15.30916
5474442,49.0453295,15.1583741
8101187,47.2632966,11.4010207
5101870,52.8051894,18.2439417
5434145,49.30611,17.08694
5434125,49.09805,16.37277
5434995,49.09444,16.40194
5434135,49.09888,16.3825
5102180,53.5822318,19.5736739
5455112,50.72611,15.14916
5457120,50.70027,15.435
5457130,50.68055,15.45111
5455092,50.72083,15.16055
5455002,50.72083,15.17361
5455102,50.72027,15.18611
5455082,50.73194,15.19333
5453400,50.0263484,16.5945804
5457209,50.76916,14.75805
5433842,49.37694,17.94722
5435055,49.0367578,15.764493
5433554,49.91722,17.69138
5434184,49.69805,17.78444
5434842,49.93388,17.31777
5453410,50.0399618,16.6026105
5433465,49.35555,17.6225
5473765,49.3525,13.20361
5457340,50.58694,16.08472
5435462,49.3081304,18.019997
5434495,49.26305,17.37972
5456770,50.34166,15.90972
5456780,50.35694,15.91111
5434165,49.09444,15.86416
5108326,50.0104958,22.678605
5475722,49.18138,15.07861
5437175,48.86111,17.52027
5433862,50.39472,17.01555
5107390,50.2463215,19.2974195
5105440,50.9124681,16.4288522
5456759,50.8425,14.57027
5434185,49.0158183,15.581591
8101176,47.3884246,11.778271
5453636,50.09416,14.21138
5454066,50.09444,14.21305
5455703,49.98083,15.65611
5433725,49.60611,16.86083
5476164,50.09305,13.47166
5455280,50.6517926,15.3278371
5433892,50.2275,17.19333
5434824,49.61555,17.90222
5435255,49.08777,17.11305
5456839,50.61388,14.6
5473885,49.37,13.66527
5475592,49.38194,14.29083
5435425,48.82,16.46722
5434197,49.63083,16.73055
5474990,49.32055,15.48111
5455610,50.34277,15.67638
5454252,50.70722,15.08638
5455236,49.57666,14.60722
5434215,49.41472,15.59916
5434225,49.40361,15.58333
5434195,49.44361,15.60833
5434205,49.41027,15.56805
5457160,50.60416,15.51361
5433434,49.89777,18.14138
5454979,50.3264932,13.7510079
5476884,49.78222,13.98722
5400701,49.155496,15.00771
5433902,50.09888,16.98916
5433644,50.24833,17.53861
5454572,50.95861,15.25416
5454592,50.95888,15.22805
5474362,49.155,15.00416
5474372,49.1488962,15.0526878
5474373,49.1458325,15.0616897
5455400,50.47888,15.335
5454906,50.02888,14.26222
5454009,50.49222,13.44861
5454019,50.48527,13.4475
5433654,49.74888,18.15083
5455380,50.51388,15.29833
5455420,50.43055,15.36111
5455430,50.45027,15.38055
5456330,50.37416,15.33722
5455052,50.75694,15.26388
5456739,50.88277,14.58055
5454626,50.23861,14.54666
8015299,50.4375889,12.7289003
5455032,50.77944,15.24
5456291,50.23916,15.05166
5474142,48.87694,14.70527
5455736,49.87777,14.49972
5433442,49.71,17.44194
5453799,50.38166,13.27694
5453569,50.37611,13.27694
5454561,50.39694,13.275
5453549,50.41111,13.25833
5453679,50.28361,13.22555
5457240,50.600361,15.872763
5474552,49.2949253,15.0748824
5455833,49.52416,15.43527
5456329,50.780941,14.468154
5433685,49.50722,15.655
5453224,50.18888,15.00305
5453526,50.14,14.03777
5453856,50.23916,14.20583
5455756,49.86638,14.51694
5474605,49.71694,13.19222
5476285,49.72194,13.61805
5475332,48.89111,14.44888
5105640,50.5362227,16.8971943
5105527,50.785554,16.0233708
5456111,50.41555,14.61472
8103155,47.4452296,15.2923523
5433302,49.53111,17.10444
5475272,48.775,14.46861
5474422,49.0823273,15.170921
5475682,49.18333,14.86027
5455172,50.77361,14.98361
5435372,50.1050024,17.439216
5435422,50.107621,17.427666
5455330,50.56166,15.19611
5475875,50.23527,12.86666
5474585,50.23,12.86277
5474571,50.2223739,12.8451386
5474565,50.2019579,12.8375732
5475885,50.22888,12.83277
5453186,49.93194,14.17527
5435322,49.3502878,18.2452383
5435272,49.3503814,18.2319509
5433674,49.85527,18.52666
5474683,49.45694,13.74388
5476132,49.26916,13.82333
5107331,50.2576071,19.0171456
5107294,50.2442339,18.983371
5107290,50.2260023,18.9778134
5107296,50.2132694,18.9699649
5456051,50.44277,14.77694
5475105,49.89361,13.375
5453536,50.15638,13.99527
5473160,49.82194,13.77888
5473165,49.80055,13.76777
5475246,50.26166,13.41777
5473835,49.38361,13.03222
8101586,48.4365658,14.5383536
5501024,47.4644823,19.0204391
5474545,50.1601129,12.8388284
8101163,47.4489417,12.3090792
5473215,49.74888,13.53805
5453516,50.12777,14.11361
5453556,50.14138,14.08444
5453566,50.16333,14.12972
5453616,50.14722,14.08666
5453546,50.13166,14.06694
5453576,50.16611,14.15361
5453606,50.16138,14.11472
5473745,49.40138,13.27388
5473735,49.38583,13.295
5454147,50.39416,14.24666
5473565,49.43888,12.8225
8015614,50.3572558,12.4626642
5453726,50.29805,13.99638
5435024,49.73722,17.76916
5106120,50.9710826,18.201009
5453106,50.09444,14.90361
5453519,50.385,13.19611
5456960,50.55833,15.66083
5455586,49.89666,14.35944
5453786,50.30527,14.16111
5107090,50.217278,18.688153
5436305,49.53444,16.68944
5453416,50.1422509,13.6408248
5454421,50.4725,15.01638
5455850,50.49277,15.32
5434334,50.22777,17.69888
5433782,50.33805,17.125
5434275,48.93388,16.88111
5436335,49.24388,16.02472
5434295,49.14944,15.82583
5454716,50.23555,14.49833
5434306,49.34527,17.30472
5453493,50.04055,15.39722
5454511,50.30694,14.65611
5475495,49.88222,12.96416
5453976,50.19666,14.21805
5453396,50.1356621,13.6033456
5473665,49.295,13.43583
5455971,50.40638,14.97777
5453414,50.025,15.21416
5453484,50.01111,15.23444
5453444,50.01527,15.22277
5453424,50.03055,15.195
5453434,50.03722,15.21
5433082,50.00944,16.89722
5433735,49.59138,16.88361
5475505,49.88472,12.97472
5455009,50.2682156,13.7265881
5456300,50.33388,15.26027
5433704,49.59527,18.14722
5438073,49.611132,18.148895
5433714,49.60388,18.14944
5476375,49.65583,13.58805
5476385,49.66388,13.56805
5104445,51.5446015,16.8722387
5476154,50.10722,13.51861
5455196,49.65916,14.48
5436155,49.05166,17.39583
5434385,49.50888,17.065
5454636,50.22111,14.57916
5453240,50.11638,16.22388
5453250,50.11972,16.20527
5455783,49.92055,15.65111
5455793,49.92833,15.64888
5475840,49.35694,15.48138
5475841,49.35472,15.48888
5613856,48.8782479,17.9760012
5453134,50.18583,14.96166
5454247,50.38027,14.33
5101300,52.5916413,14.6478439
5453653,50.01277,15.8975
5434505,49.28361,17.40305
5474663,49.46277,13.66583
5475806,50.36694,13.15416
5455038,50.2161385,13.6654478
5473845,49.39694,13.01194
5433952,50.09916,17.10694
